#sound,spell,class,extra
#lines marked for "dubious" should be discarded for systematic treatment of sounds
e2po1l,é/pau/le,dubious
e2po1lə0,é/pau/le/,added,corrected
e2ple1,é/pele/r,
e2ki1p,é/qui/pe,dubious
e2ki1pə0,é/qui/pe/,added,corrected
ɛ2skla1v,e/scla/ve,
ɛ2sp1as,e/spa/ce,dubious
ɛ2spa1sə0,e/spa/ce/,added,corrected
ɛ2spwa1ʁ,e/spoi/r,
ɛ2spʁi1,e/spri/t,
e2se2je1,e/ssay/e/r,
ɛ1st,e/st,
ɛ2,e/st,
e1,e/t,
e2ta1ʒ,é/ta/ge,
e1tɛ2,é/taie/nt,
e1tɛ2,é/tai/t,
e2ta1p,é/ta/pe,dubious
e2ta1pə0,é/ta/pe/,added,corrected
e2ta1,é/ta/t,
e1te2,é/té/,
e2twa1l,é/toi/le,dubious
e2twa1lə0,é/toi/le/,added,corrected
e2tʁɑ̃1ʒ,é/tran/ge,
ɛ1tʁ,ê/tre,
e2ty1d,é/tu/de,dubious
e2ty1də0,é/tu/de/,dubious
e2ty2djɑ̃1,é/tu/dian/t,
e2ty2djɑ̃1,é/tu/dian/ts,added
e2ty2djɑ̃1tə0,é/tu/dian/te/,added
e2ty2djɑ̃1tə0,é/tu/dian/te/s,added
y1,eu/,
e2vɛ2nmɑ̃1,é/vé/nemen/t,dubious
e2vɛ2nə0mɑ̃1,é/vé/ne/men/t,added,corrected
ɛ2gza1kt,e/xa/ct,dubious
ɛ2gza1ktə0,e/xa/ct/,added,corrected
ɛ2ksi2te1,e/xci/te/r,
ɛ2gzɑ̃1pl,e/xem/ple,dubious
ɛ2gzɑ̃1plə0,e/xem/ple/,added,corrected
ɛ2gzɛ2ʁsi1s,e/xe/rci/ce,dubious
ɛ2gzɛ2ʁsi1sə0,e/xe/rci/ce/,added,corrected
ɛ2gzi2ʒe1,e/xi/ge/r,
ɛ2kspe2dje1,e/xpé/dié/,
ɛ2kspe2ʁjɑ̃1s,e/xpé/rien/ce,dubious
ɛ2kspe2ʁjɑ̃1sə0,e/xpé/rien/ce/,added,corrected
fa2bʁi2ke1,fa/bri/qué/,
fa1s,fa/ce,dubious,
fa1sə0,fa/ce/,added,corrected
fa2si2li2te1,fa/ci/li/té/,
fa2si2li2te1,fa/ci/li/té/s,
fɛ1bl,fai/ble,dubious
fɛ1blə0,fai/ble/,added,corrected
fɛ1ʁ,fai/re,
fɛ1,fai/t,
fa2mi1j,fa/mi/lle,dubious
fa2mi1jə0,fa/mi/lle/,added,corrected
fa2vɔ2ʁi1ze1,fa/vo/ri/se/r,
fa1m,fe/mme,dubious
fa1mmə0,fe/mme/,added,corrected
fa1m,fe/mmes,dubious
fa1mmə0,fe/mme/s,added,corrected
fnɛ1tʁ,fenê/tre,
fə0nɛ1tʁ,fe/nê/tre,altenative
fɛ1ʁ,fe/r,
fɛ1ʁm,fe/rme,dubious
fɛ1ʁmə0,fe/rme/,added,corrected
fø1,feu/,
fœ1j,feu/ille,dubious
fœ1jə0,feu/ille/,added,corrected
fø1tʁ,feu/tre,
fi1g,fi/gue,dubious
fi1gə0,fi/gue/,added,correcte
fi2gy1ʁ,fi/gu/re,
fi2gy1ʁ,fi/gu/res,added
fi1l,fi/l,
fi1j,fi/lle,dubious
fi1jə0,fi/lle/,added,corrected
fi1s,fi/ls,
fɛ̃1,fin/,
fi2na1l,fi/na/le,dubious
fi2na1lə0,fi/na/le/,added,corrected
fi2ni2sjɔ̃1,fi/ni/tion/,
fi2ni2sjɔ̃1,fi/ni/tion/s,added
flœ1ʁ,fleu/r,
flœ1ʁ,fleu/rs,added
fɔ̃2ksjɔ2ne1,fon/ctio/nne/r,
fɔ1ʁs,fo/rce,dubious
fɔ1ʁsə0,fo/rce/,added,corrected
fɔ2ʁɛ1,fo/rê/t,
